category;type;naam_afgeleid;url;phone;email;opening_hours;cuisine;addr_street;addr_housenumber;addr_postcode;city;lat;lon;osm_layer;osm_id;osm_type_guess;osm_url;pakket;soort;tekst;categorie
vrije_tijd;Informatie;De Houtbroek;;;;;;;;;;511834088;56710681;points;3113304296;node;https://www.openstreetmap.org/node/3113304296;;;;
vrije_tijd;Informatie;Het moerasbos Stamprooierbroek;;;;;;;;;;511846517;5,65816E+15;points;3113304297;node;https://www.openstreetmap.org/node/3113304297;;;;
vrije_tijd;Speeltuin;'t Greuske;;;;;;;;;;5,10941E+16;58875495;points;3131040409;node;https://www.openstreetmap.org/node/3131040409;;;;
horeca;Cafe;Het Plus Cafe;https://plushorst.nl/plus-cafe/;;;;;;;;;5,14521E+16;60526912;points;3135613574;node;https://www.openstreetmap.org/node/3135613574;;;;Drinken
horeca;Restaurant;de Mert;;;;;;;;;;512313331;60352923;points;3138524297;node;https://www.openstreetmap.org/node/3138524297;;;;
horeca;Restaurant;De Boei;https://www.de-boei.net;+31 475 504 219;info@grandcafedeboei.nl;Tu-Su 11:00-21:00;;;;;;512263321;60127201;points;3144341874;node;https://www.openstreetmap.org/node/3144341874;;;;Eten
horeca;Restaurant;Basilica;https://www.basilicamaastricht.nl/;+31 43 321 3936;;;international;;;;;508486928;5,68928E+15;points;3160963437;node;https://www.openstreetmap.org/node/3160963437;;;;Eten
horeca;Restaurant;Il Bacaro;https://www.ilbacaro.nl/;+31 43 326 4700;;;italian;Vrijthof;16;6211LD;Maastricht;5,08485E+16;56892771;points;3160971752;node;https://www.openstreetmap.org/node/3160971752;;;;Eten
horeca;Restaurant;Il Fiore;;;;;;;;;;508499817;56939034;points;3160980090;node;https://www.openstreetmap.org/node/3160980090;;;;
horeca;Restaurant;Pieke Potloed;;;;;;;;;;5,08494E+16;5,6904E+15;points;3161280409;node;https://www.openstreetmap.org/node/3161280409;;;;
horeca;Restaurant;Harry's;https://www.harrysrestaurant.nl/;+31 43 325 4433;;;international;Wycker Brugstraat;2;;Maastricht;5,08496E+16;5,7008E+15;points;3161293699;node;https://www.openstreetmap.org/node/3161293699;;;;Eten
horeca;Restaurant;Le Virage;;;;;;Cortenstraat;2-2B;;Maastricht;508470104;56925995;points;3161305031;node;https://www.openstreetmap.org/node/3161305031;;;;
horeca;Cafe;Theehuisje;;;;;;;;;;5,08672E+16;60283638;points;3161836605;node;https://www.openstreetmap.org/node/3161836605;;;;
horeca;Cafe;De Twie Keuninge;https://www.detwiekeuninge.be;+32 89 23 43 09;;"Mo 14:00-22:00; Th 12:00-22:00; Fr 12:00-22:00; Sa 12:00-23:59; Su 11:00-22:00";"thai;regional;sandwich;international";Paanhuisstraat;9;"3630;3631";Maasmechelen;509237082;57261531;points;3194339679;node;https://www.openstreetmap.org/node/3194339679;;;;Drinken
vrije_tijd;Kunst en Cultuur;Vibrazione;;;;;;;;;;5,08686E+15;60588685;points;3217751012;node;https://www.openstreetmap.org/node/3217751012;;;;
horeca;Cafe;Stap In Entree;;;;;;Hoofdstraat;15;6461CL;Kerkrade;5,0865E+16;60651098;points;3221375261;node;https://www.openstreetmap.org/node/3221375261;;;;
horeca;Cafe;Brasserie Martinique;;;;;coffee_shop;Markt;10;6461EB;Kerkrade;5,08656E+15;60635214;points;3221375262;node;https://www.openstreetmap.org/node/3221375262;;;;
horeca;Restaurant;Oriental Delight;;;;;chinese;Pastoor Vranckenlaan;112;5953CS;Reuver;512805036;60696662;points;3245955569;node;https://www.openstreetmap.org/node/3245955569;;;;
horeca;fast_food;Friture “De Grens”;;;;;;;;;;5,07713E+16;60243361;points;3265734401;node;https://www.openstreetmap.org/node/3265734401;;;;
horeca;fast_food;'t Hofke;;;;"We-Mo 16:30-23:00; Tu off";;Veldhofstraat;66;6471CK;Eygelshoven;5,08929E+15;6,06273E+15;points;3268626265;node;https://www.openstreetmap.org/node/3268626265;;;;
horeca;Restaurant;Cafe Restaurant Rijstal Venhof;https://www.venhof.nl;+31 475 531 495;info@venhof.nl;"Mo-Fr 11:00-24:00; Tu off; Sa,Su 09:00-24:00";regional;;;;;51166459;60861998;points;3268714243;node;https://www.openstreetmap.org/node/3268714243;;;;Eten
horeca;Restaurant;Izumi Sushi & Grill Weert;http://www.izumi-roermond.nl/;+31 495 587 500;;;sushi;Stationsstraat;28;6001CK;Weert;512495552;5,70378E+15;points;3276552660;node;https://www.openstreetmap.org/node/3276552660;;;;Eten
vrije_tijd;Perspectief;;http://wetterpilze.de/Roermond.shtml;;;;;;;;;5,11858E+16;5,9045E+15;points;3297366543;node;https://www.openstreetmap.org/node/3297366543;;;;Bezoeken
vrije_tijd;Informatie;Beleef De Hammenoet;;;;;;;;;;5,07565E+16;5,99371E+15;points;3316668579;node;https://www.openstreetmap.org/node/3316668579;;;;
vrije_tijd;Informatie;Beleef Het Vijlenerbos;;;;;;;;;;5,07587E+15;5,99066E+15;points;3316668580;node;https://www.openstreetmap.org/node/3316668580;;;;
vrije_tijd;Informatie;Beleef De Lang Wey;;;;;;;;;;507588634;6,00171E+15;points;3316668582;node;https://www.openstreetmap.org/node/3316668582;;;;
vrije_tijd;Informatie;Beleef De Zeute;;;;;;;;;;507596781;6,00398E+16;points;3316668585;node;https://www.openstreetmap.org/node/3316668585;;;;
vrije_tijd;Informatie;Beleef Akazien, Onger de Eiche, De Breie Böhn;;;;;;;;;;507604145;60078199;points;3316668586;node;https://www.openstreetmap.org/node/3316668586;;;;
vrije_tijd;Informatie;Beleef De Hey;;;;;;;;;;507610803;6002154;points;3316668587;node;https://www.openstreetmap.org/node/3316668587;;;;
vrije_tijd;Informatie;Nieuwe kansen voor een veranderend landschap;;;;;;;;;;50761996;59960711;points;3316668588;node;https://www.openstreetmap.org/node/3316668588;;;;
vrije_tijd;Informatie;Beleef Ut Galjebendsje en de Bokkebusj;;;;;;;;;;507622927;60060437;points;3316668589;node;https://www.openstreetmap.org/node/3316668589;;;;
vrije_tijd;Attractie;Stoel van Swentibold;;;;;;;;;;5,10203E+16;5,82127E+16;points;3325363361;node;https://www.openstreetmap.org/node/3325363361;;;;
vrije_tijd;Speeltuin;Ballorig Maastricht;https://www.ballorig.nl/maastricht;+31 43 409 3311;;Mo-Fr 09:00-18:00, Sa-Su 10:00-18:00;;Oosterweg;5;6245LC;Eijsden;5,08059E+16;5,70549E+15;points;3326564496;node;https://www.openstreetmap.org/node/3326564496;;;;Vertier
vrije_tijd;Speeltuin;Ballorig Venlo;https://www.ballorig.nl/venlo;+31 77 351 3630;;Mo-Su 10:00-19:00;;Winkelveldstraat;5;5916NX;Venlo;513834038;61866922;points;3336324029;node;https://www.openstreetmap.org/node/3336324029;;;;Vertier
vrije_tijd;Sportcentrum;Schietterrein de Schuts;https://www.gildegeijsteren.nl/;;;;;;;;;5,15528E+16;60452746;points;3337864611;node;https://www.openstreetmap.org/node/3337864611;;;;Sporten
horeca;Cafe;D'n Terf Oirlo;;+31 478 571 069;;;cafeteria;Hoofdstraat;20;5808AT;Oirlo;515106699;60364477;points;3338037181;node;https://www.openstreetmap.org/node/3338037181;;;;
horeca;Cafe;Eda Specialiteiten;https://www.edaspecialiteiten.nl/;+31 478 854 500;info@edaspecialiteiten.nl;Fr-Su 17:00-22:00;turkish;Schoolstraat;20;;Venray;515263007;59742717;points;3348119455;node;https://www.openstreetmap.org/node/3348119455;;;;Drinken
horeca;Restaurant;BRL;https://bijroellinssen.nl;+31 478 745 035;;We-Su 17:00-21:00;;Hoenderstraat;10;5801CK;Venray;515274603;59727261;points;3348119460;node;https://www.openstreetmap.org/node/3348119460;;;;Eten
horeca;Stang;Cafe Het Moment;https://hetmomentvenray.nl/;+31 6 20493277;info@hetmomentvenray.nl;;;Hoenderstraat;2A;5801CK;Venray;5,15274E+16;59736311;points;3348119470;node;https://www.openstreetmap.org/node/3348119470;;;;Drinken
horeca;Cafe;Kaffee Met;https://kaffee-met.nl/;+31 478 588 158;;"Tu-Th 09:30-17:30; Mo 12:00-17:30; Su 12:00-19:00; Fr 09:30-23:00; Sa 09:30-19:00";;Schoolstraat;15;5801BN;Venray;515261858;5,9745E+15;points;3348120804;node;https://www.openstreetmap.org/node/3348120804;;;;Drinken
horeca;Restaurant;Square Boutique Hotel;https://squareboutique.nl/;+31 6 42566636;info@squareboutique.nl;;;;;;;515269059;59755788;points;3348194548;node;https://www.openstreetmap.org/node/3348194548;;;;Eten
horeca;fast_food;Domino's;;+31 478 743 101;;"Mo-Th 16:00-22:00; Sa 16:00-00:00; Su 16:00-22:00; Fr 11:30-00:00";pizza;;;;;5,15271E+16;5,97692E+16;points;3348194549;node;https://www.openstreetmap.org/node/3348194549;;;;
vrije_tijd;Theater;Theater Kerkrade;https://www.parkstadlimburgtheaters.nl/home;+31 45 571 6607;;;;;;;;508661339;6,06223E+15;points;3348307921;node;https://www.openstreetmap.org/node/3348307921;;;;Bezoeken
vrije_tijd;Informatie;14 Zweefvlieghangaar;;;;;;;;;;513590169;6,21811E+15;points;3366727174;node;https://www.openstreetmap.org/node/3366727174;;;;
horeca;Cafe;Theehuis de Appelgaard;;;;;;;;;;516397519;60119292;points;3370716864;node;https://www.openstreetmap.org/node/3370716864;;;;
horeca;Cafe;Herberg Thijssen;http://www.herbergthijssen.nl/;;;;;;;;;515963633;6,01031E+15;points;3370723022;node;https://www.openstreetmap.org/node/3370723022;;;;Drinken
logies;guest_house;B&B 't Trefpunt;;;;;;;;;;515742467;6,00389E+16;points;3370728648;node;https://www.openstreetmap.org/node/3370728648;;;;
horeca;Cafe;'T trefpunt;;;;;;;;;;5,15742E+16;6,00373E+15;points;3370729593;node;https://www.openstreetmap.org/node/3370729593;;;;
horeca;Cafe;Cafe De Pesch;;;;;;;;;;5,09704E+16;58429541;points;3373116149;node;https://www.openstreetmap.org/node/3373116149;;;;
horeca;Restaurant;La Caverne de Geulhem;;;;;regional;Wolfsdriesweg;8A;6325PM;Berg en Terblijt;508671973;5789053;points;3378064569;node;https://www.openstreetmap.org/node/3378064569;;;;
horeca;fast_food;De Tram;;;;"Tu-Th 16:30-20:00;Fr-Su 16:30-20:30";;Molenstraat;16;5988EP;Helden;5,13218E+16;5,99999E+15;points;3380909184;node;https://www.openstreetmap.org/node/3380909184;;;;
vrije_tijd;Informatie;Eiland van Banholt;;;;;;;;;;5,07918E+16;5,79874E+16;points;3408683193;node;https://www.openstreetmap.org/node/3408683193;;;;
vrije_tijd;Sportcentrum;Aqua Mundo;;;;;;;;;;514570048;5951174;points;3414533819;node;https://www.openstreetmap.org/node/3414533819;;;;
vrije_tijd;Fietsverhuur;Cycle Center;;;;Mo-Su 09:00-17:00, Mo 09:00-18:00, Fr 09:00-18:00;;;;;;514562802;59544182;points;3414535500;node;https://www.openstreetmap.org/node/3414535500;;;;
vrije_tijd;Kunst en Cultuur;Voor Galg en Rad;;;;;;;;;;508036363;5814686;points;3419446594;node;https://www.openstreetmap.org/node/3419446594;;;;
vrije_tijd;Attractie;Linde van Sambeek;;;;;;;;;;5,16323E+16;5,9686E+15;points;3423343701;node;https://www.openstreetmap.org/node/3423343701;;;;
vrije_tijd;Informatie;Hoogstamboomgaard Ezelsweg;;;;;;;;;;5,07724E+16;57324484;points;3444809903;node;https://www.openstreetmap.org/node/3444809903;;;;
logies;Camperen;Camping Niessen;;;;;;;;;;5,12104E+16;59757315;points;3450070147;node;https://www.openstreetmap.org/node/3450070147;;;;
logies;Hotel;Hotel Bigarre;https://www.bigarre.nl/;+31 43 310 0310;;;;van Hasseltkade;8;6211CC;Maastricht;50853861;56935073;points;3453439093;node;https://www.openstreetmap.org/node/3453439093;;;;Slapen
horeca;fast_food;Burger King;https://www.burgerking.nl;;;;burger;Markt;71;6211CL;Maastricht;508507994;56909368;points;3453439105;node;https://www.openstreetmap.org/node/3453439105;;;;Eten
logies;Motel;Appartementen Lindeveld;http://www.lindeveld.nl/;+31 475 562 185;appartementen@lindeveld.nl;;;Manderscheidtsingel;28;6017GC;Thorn;511681254;5,84E+15;points;3460056881;node;https://www.openstreetmap.org/node/3460056881;;;;Slapen
logies;guest_house;B&B Lindeveld;http://www.lindeveld.nl/;+31 475 212 944;info@lindeveld.nl;;;Manderscheidtsingel;26;6017GC;Thorn;51168049;58402569;points;3460056882;node;https://www.openstreetmap.org/node/3460056882;;;;Slapen
logies;guest_house;Vijfsterrenhofje;https://www.vijfsterrenhofje.nl;+31 6 16302709;info@vijfsterrenhofje.nl;;;Sterrenbos;5;5855BR;Well L;5,15574E+16;6,09093E+16;points;3460084865;node;https://www.openstreetmap.org/node/3460084865;;;;Slapen
horeca;Restaurant;Lenny's ijs en koffiesalon;;;;;ice_cream;;;;;511779925;58963364;points;3469642249;node;https://www.openstreetmap.org/node/3469642249;;;;
vrije_tijd;Informatie;Veerdiensten Thorn-Wessem-Stevensweert en Thorn-Spanjerd;;;;;;;;;;511560992;58459849;points;3469642250;node;https://www.openstreetmap.org/node/3469642250;;;;
vrije_tijd;Fietsverhuur;OVFiets;;;;24/7;;;;;;515268591;60136877;points;3470357420;node;https://www.openstreetmap.org/node/3470357420;;;;
horeca;Restaurant;Steaks and More;https://www.steaks.nl/;+31 478 562 681;;;;Henseniusplein;14;5801BB;Venray;515246574;5,97503E+15;points;3470357424;node;https://www.openstreetmap.org/node/3470357424;;;;Eten
vrije_tijd;Informatie;Toeristisch Informatie Punt;;;;;;;;;;5,15552E+16;6,09245E+15;points;3471433627;node;https://www.openstreetmap.org/node/3471433627;;;;
horeca;Restaurant;Valuas;;;;"Mo-Sa 12:00-14:30; Mo-Sa 17:00-22:00";;;;;;513794532;61669216;points;3473735612;node;https://www.openstreetmap.org/node/3473735612;;;;
vrije_tijd;Informatie;Paddenstoel;;;;;;;;;;516064335;6,076E+16;points;3478403639;node;https://www.openstreetmap.org/node/3478403639;;;;
vrije_tijd;Informatie;Nationale Bewegwijzeringsdienst;;;;;;;;;;5,16345E+16;60050051;points;3479280723;node;https://www.openstreetmap.org/node/3479280723;;;;
vrije_tijd;Informatie;Info;;;;"Mo-Fr 10:00-20:00; Sa,Su 09:00-20:00";;;;;;511998205;5989783;points;3494895333;node;https://www.openstreetmap.org/node/3494895333;;;;
vrije_tijd;Kunst en Cultuur;Heilig Hartbeeld;;;;;;;;;;5,09181E+15;5,74633E+15;points;3500077604;node;https://www.openstreetmap.org/node/3500077604;;;;
horeca;Cafe;Brasserie Perron 4;https://miljoenenlijn.nl/brasserie-perron-4/;;;;regional;Stationstraat;20-22;6369VJ;Simpelveld;508316729;59784635;points;3503040100;node;https://www.openstreetmap.org/node/3503040100;;;;Drinken
logies;guest_house;Welkom op de Mildert;http://www.welkomopdemildert.nl/;+31 495 586 242;info@welkomopdemildert.nl;;;Mildert;4A;6031SM;Nederweert;512414269;5,79548E+16;points;3504017140;node;https://www.openstreetmap.org/node/3504017140;;;;Slapen
Verhuur;Fietsverhuur;Lemmen Tweewielers;http://www.lemmentweewielers.nl;+31 77 473 2190;;;;Wal;2;5944AW;Arcen;5,1474E+15;61818735;points;3507611648;node;https://www.openstreetmap.org/node/3507611648;;;;Huren
vrije_tijd;Informatie;Finkenhag;;;;;;;;;;5,0804E+16;59986324;points;3512151950;node;https://www.openstreetmap.org/node/3512151950;;;;
vrije_tijd;Informatie;NABU Feuchtwiese Senserbach;;;;;;;;;;507940077;5989999;points;3512659118;node;https://www.openstreetmap.org/node/3512659118;;;;
horeca;Restaurant;Happy Italy;https://www.happyitaly.nl/kerkrade.html;;;Mo-Su,PH 16:00-22:00;italian;Roda J.C. Ring;2P;6466NH;Kerkrade;5,08576E+16;60023868;points;3541590342;node;https://www.openstreetmap.org/node/3541590342;;;;Eten
vrije_tijd;Sportcentrum;Soccer Arena;https://soccer-arena.nl;;;Mo-Fr 13:00-23:00, Sa,Su,PH 09:00-23:00;;Roda J.C. Ring;2L;6466NH;Kerkrade;5,08578E+16;6,00286E+15;points;3541590343;node;https://www.openstreetmap.org/node/3541590343;;;;Sporten
vrije_tijd;Attractie;Racesquare;https://www.racesquare.com/nl/vestiging/kerkrade/;+31 85 8889662;contact@racesquare.nl;Mo-Su 13:00-22:00;;Roda J.C. Ring;2H;6466NH;Kerkrade;5,08576E+16;60025651;points;3541590344;node;https://www.openstreetmap.org/node/3541590344;;;;Vertier
horeca;Restaurant;Bij Christoffel;https://bijchristoffel.nl;;;;;Veerweg;11a;5872AE;Broekhuizen;514863453;61653561;points;3544818840;node;https://www.openstreetmap.org/node/3544818840;;;;Eten
horeca;Pub;De Imperator;;;;Mo-Su 09:00-24:00;;;;;;508153288;58911726;points;3546497505;node;https://www.openstreetmap.org/node/3546497505;;;;
horeca;fast_food;Zheng;;;;;;;;;;5,08155E+16;5,89209E+15;points;3546497506;node;https://www.openstreetmap.org/node/3546497506;;;;
vrije_tijd;Sportcentrum;Sporthal De Kruisweide;;;;;;Markt;28;5975AN;Sevenum;514135994;60355179;points;3551501514;node;https://www.openstreetmap.org/node/3551501514;;;;
horeca;Cafe;Eetcafe de Preuverij;https://eetcafedepreuverij.weebly.com/;;;"Mo-Th 00:00-02:00,11:00-24:00; Fr 00:00-02:00,11:00-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00,12:00-24:00";;;;;;5,08461E+16;56870658;points;3558867304;node;https://www.openstreetmap.org/node/3558867304;;;;Drinken
vrije_tijd;Kunst en Cultuur;Heilig Hartbeeld;;;;;;;;;;5,08851E+16;5,97823E+15;points;3646735837;node;https://www.openstreetmap.org/node/3646735837;;;;
horeca;fast_food;Happy Frites Ransdaal;https://www.happyfrites.eu/ransdaal/;+31 43 311 6645;;Tu-Su 16:30-20:30;friture;Mareheiweg;2;6343EK;Klimmen;5,08666E+15;5890316;points;3665120725;node;https://www.openstreetmap.org/node/3665120725;;;;Eten
vrije_tijd;Informatie;Staatsbosbeheer;;;;;;;;;;508514594;58578;points;3667491527;node;https://www.openstreetmap.org/node/3667491527;;;;
vrije_tijd;Jachthaven;MCS MarineCenter;;;;;;;;;;511067012;58169529;points;3701405829;node;https://www.openstreetmap.org/node/3701405829;;;;
vrije_tijd;Jachthaven;YCBL - Ohe en Laak;https://www.ycbl.de/unser-verein/standorte-1/oh%C3%A9-en-laak/;;;;;;;;;5,1109E+16;58270355;points;3701515580;node;https://www.openstreetmap.org/node/3701515580;;;;Bezoeken
vrije_tijd;Perspectief;Uitkijktoren Mescherheide;;;;;;;;;;5,07732E+16;5,74761E+16;points;3707668696;node;https://www.openstreetmap.org/node/3707668696;;;;
vrije_tijd;Attractie;Fort Sint-Michiel;;;;;;;;;;513722372;6,15751E+16;points;3767010822;node;https://www.openstreetmap.org/node/3767010822;;;;
logies;Chalet;In de Vlinderkes;;;;;;;;;;5,14804E+15;61884603;points;3779525904;node;https://www.openstreetmap.org/node/3779525904;;;;
vrije_tijd;Sportcentrum;LACO Sportcentrum;;;;;;Apollolaan;2;6074EH;Melick;511621358;60243041;points;3803321488;node;https://www.openstreetmap.org/node/3803321488;;;;
vrije_tijd;Kunst en Cultuur;De Grote Haas;;;;;;;;;;508951931;5,82531E+15;points;3811345015;node;https://www.openstreetmap.org/node/3811345015;;;;
vrije_tijd;Kunst en Cultuur;Hundje van Hôrs;;;;;;;;;;5,14526E+16;6,05349E+15;points;3812356860;node;https://www.openstreetmap.org/node/3812356860;;;;
vrije_tijd;Informatie;Sint-Pietersberg wandelingen I3;;;;;;;;;;508146186;5,66904E+15;points;3827060557;node;https://www.openstreetmap.org/node/3827060557;;;;
vrije_tijd;Kunst en Cultuur;Rock;;;;;;;;;;508359966;5,99394E+15;points;3838166517;node;https://www.openstreetmap.org/node/3838166517;;;;
vrije_tijd;Kunst en Cultuur;Heilig Hartbeeld;;;;;;;;;;508352951;59805333;points;3838995424;node;https://www.openstreetmap.org/node/3838995424;;;;
vrije_tijd;Informatie;57;;;;;;;;;;5,0854E+16;5,92171E+16;points;3847786046;node;https://www.openstreetmap.org/node/3847786046;;;;
vrije_tijd;Informatie;Doline;;;;;;;;;;508078432;56880864;points;3863913412;node;https://www.openstreetmap.org/node/3863913412;;;;
horeca;Pub;Les Tchéroux;;;;"Fr 11:00-14:30,19:00-22:00; Sa,Su 11:00-18:00";;;;;;508104523;56918134;points;3864179893;node;https://www.openstreetmap.org/node/3864179893;;;;
vrije_tijd;Attractie;Grotten Zonneberg;;;;;;;;;;508257309;56946674;points;3866183763;node;https://www.openstreetmap.org/node/3866183763;;;;
vrije_tijd;Informatie;Pietersberg;;;;;;;;;;508162825;56863653;points;3866183764;node;https://www.openstreetmap.org/node/3866183764;;;;
vrije_tijd;Informatie;Sint-Pietersberg;;;;;;;;;;508357152;5,68527E+15;points;3866183765;node;https://www.openstreetmap.org/node/3866183765;;;;
vrije_tijd;Informatie;Fietsroutenetwerk B Limburg;;;;;;;;;;5,08146E+16;5,669E+16;points;3884026444;node;https://www.openstreetmap.org/node/3884026444;;;;
horeca;Restaurant;Aod Thoear;http://www.aodthoear.nl/;;;Mo-Tu,Fr-Sa 15:00-00:00, Su 10:00-00:00;;Steegputstraat;4;6017BC;Thorn;5,11623E+15;5,84486E+15;points;3890698471;node;https://www.openstreetmap.org/node/3890698471;;;;Eten
horeca;fast_food;Toko Indradjaja Venlo;https://www.indradjaja.nl/indradjaja_086.htm;+31 77 351 0308;;"Mo 13:00-18:00; Tu-Fr 10:00-18:00; Sa 09:00-17:00";asian;;;;;5,13802E+16;6,17989E+15;points;3900281821;node;https://www.openstreetmap.org/node/3900281821;;;;Eten
vrije_tijd;Informatie;Beegderheide;;;;;;;;;;5,12018E+16;59297933;points;3915332255;node;https://www.openstreetmap.org/node/3915332255;;;;
vrije_tijd;Informatie;D'n Observant;;;;;;;;;;5,08135E+16;56890985;points;3924561078;node;https://www.openstreetmap.org/node/3924561078;;;;
vrije_tijd;Informatie;Oehoe-vallei;;;;;;;;;;5,08307E+16;5,68345E+15;points;3924594595;node;https://www.openstreetmap.org/node/3924594595;;;;
logies;guest_house;Kasteel Baexem;https://www.kasteel-baexem.nl;;;;;;;;;51218111;5884322;points;3925427070;node;https://www.openstreetmap.org/node/3925427070;;;;Slapen
horeca;Restaurant;Ristorante Giuseppe;;;;;italian;;;;;5,08645E+16;6,06202E+15;points;3949037821;node;https://www.openstreetmap.org/node/3949037821;;;;
horeca;Restaurant;t Sjunste Eetcafe;https://www.sjunsteeetcafe.nl/;;;;regional;Markt;56;6461ED;Kerkrade;5,08651E+15;6,06184E+16;points;3949037960;node;https://www.openstreetmap.org/node/3949037960;;;;Eten
vrije_tijd;Informatie;Maaswinkel;;;;;;;;;;509780579;5735464;points;3949038644;node;https://www.openstreetmap.org/node/3949038644;;;;
vrije_tijd;Attractie;Vorstengraf;;;;;;;;;;515153565;6,17278E+15;points;3961295047;node;https://www.openstreetmap.org/node/3961295047;;;;
horeca;Restaurant;ConCon;;;;We-Su 11:00-21:00;regional;Raadhuisstraat;56;6181HB;Elsloo;5,09467E+16;57654518;points;3961400218;node;https://www.openstreetmap.org/node/3961400218;;;;
vrije_tijd;Informatie;De Ravenvennen, een libellenreservaat;;;;;;;;;;514398041;61939026;points;3964865888;node;https://www.openstreetmap.org/node/3964865888;;;;
vrije_tijd;Informatie;Holtmuhle;;;;;;;;;;513189129;6,15364E+15;points;3984918225;node;https://www.openstreetmap.org/node/3984918225;;;;
vrije_tijd;Informatie;Wandelroutenetwerk;;;;;;;;;;5,13092E+16;6,15397E+15;points;3984918247;node;https://www.openstreetmap.org/node/3984918247;;;;
horeca;Restaurant;Venezia;;;;;pizza;;;;;5,12533E+16;57080427;points;3994261049;node;https://www.openstreetmap.org/node/3994261049;;;;
horeca;Cafe;de Gruyter;;;;;;;;;;512540163;57068785;points;3994261050;node;https://www.openstreetmap.org/node/3994261050;;;;
horeca;fast_food;AnyTyme;;;;;fish_and_chips;;;;;5,09397E+16;5,79585E+15;points;4012793593;node;https://www.openstreetmap.org/node/4012793593;;;;
horeca;Restaurant;Broer & Zus;https://www.grandcafebroerenzus.nl/;;;;;Raaijweg;25;;Overloon;515647396;59558193;points;4024156058;node;https://www.openstreetmap.org/node/4024156058;;;;Eten
horeca;Restaurant;Eerlijk en Lekker;;;;;;;;;;5,08822E+15;592663;points;4030235724;node;https://www.openstreetmap.org/node/4030235724;;;;
horeca;Restaurant;Restaurant Int Brookx;https://www.intbrookx.nl/;+31 475 551 292;info@intbrookx.nl;"We-Fr 17:00-24:00; Sa 14:00-24:00; Su 12:00-24:00";regional;;;;;511349261;5,85149E+15;points;4030488004;node;https://www.openstreetmap.org/node/4030488004;;;;Eten
logies;guest_house;Hoeve Heidonk;;;;;;Napoleonsweg;1;6085NT;Horn;512115845;5,91702E+15;points;4057718928;node;https://www.openstreetmap.org/node/4057718928;;;;
vrije_tijd;Perspectief;Uitkijktoren;;;;;;;;;;511923674;60386996;points;4058590998;node;https://www.openstreetmap.org/node/4058590998;;;;
vrije_tijd;Informatie;Nationale Bewegwijzeringsdienst;;;;;;;;;;5,16367E+16;60525253;points;4061395715;node;https://www.openstreetmap.org/node/4061395715;;;;
vrije_tijd;Informatie;Reindersmeer;;;;;;;;;;515746562;60871189;points;4062327003;node;https://www.openstreetmap.org/node/4062327003;;;;
vrije_tijd;Informatie;Reindersmeer;;;;;;;;;;515767438;6093751;points;4062327004;node;https://www.openstreetmap.org/node/4062327004;;;;
vrije_tijd;Informatie;Reindersmeer;;;;;;;;;;515688289;60949225;points;4062335836;node;https://www.openstreetmap.org/node/4062335836;;;;
vrije_tijd;Informatie;Reindersmeer;;;;;;;;;;515858032;6,08959E+16;points;4062335839;node;https://www.openstreetmap.org/node/4062335839;;;;
horeca;Restaurant;'t Zoete Genot;https://zoetegenot.nl/;+31 77 400 1970;;;;Raadhuisplein;8;5944AH;Arcen;514738782;61797968;points;4074751282;node;https://www.openstreetmap.org/node/4074751282;;;;Eten
logies;guest_house;B&B De Meule;;;;;;;;;;511214621;59508301;points;4077885003;node;https://www.openstreetmap.org/node/4077885003;;;;
horeca;fast_food;Cafetaria Mofort;;;;;;;;;;51125926;59471388;points;4077891170;node;https://www.openstreetmap.org/node/4077891170;;;;
horeca;Restaurant;In den dorstigen Haen;https://dehaen.nl;;;;;;;;;5,137E+16;61687579;points;4078134148;node;https://www.openstreetmap.org/node/4078134148;;;;Eten
horeca;Restaurant;Bikmik;;;;;;;;;;5,13699E+16;61688196;points;4078189719;node;https://www.openstreetmap.org/node/4078189719;;;;
horeca;Restaurant;Cafe Central;https://www.cafecentral.nl/;;;;;;;;;5,13702E+16;6,16851E+15;points;4078189721;node;https://www.openstreetmap.org/node/4078189721;;;;Eten
horeca;Cafe;De Graanbeurs;https://degraanbeursvenlo.nl;;;;;;;;;5,13701E+16;6,16919E+15;points;4078189722;node;https://www.openstreetmap.org/node/4078189722;;;;Drinken
logies;guest_house;Bed and Breakfast Allure;https://www.bedandbreakfastvaals.nl;+31 6 20006589;info@bedandbreakfastvaals.nl;;;;;;;507727979;6019209;points;4092816086;node;https://www.openstreetmap.org/node/4092816086;;;;Slapen
vrije_tijd;Kunst en Cultuur;Grensovergangen;;;;;;;;;;5,16494E+16;6,11035E+15;points;4111226795;node;https://www.openstreetmap.org/node/4111226795;;;;
horeca;Cafe;Brasserie De Watertoren;https://www.watertorenrimburg.nl;+31 45 522 6556;;"We-Fr 11:00-19:00; Sa-Su 11:00-20:00";;Watertorenpad;3;6374LG;Landgraaf;509083501;60691704;points;4111462903;node;https://www.openstreetmap.org/node/4111462903;;;;Drinken
vrije_tijd;Perspectief;Watertoren Rimburg;;;;;;Watertorenpad;1;6374LG;Landgraaf;5,09083E+15;6,06901E+15;points;4111462904;node;https://www.openstreetmap.org/node/4111462904;;;;
vrije_tijd;Attractie;Booster Bike;;;;;;;;;;513978795;59851872;points;4121990568;node;https://www.openstreetmap.org/node/4121990568;;;;
